00:00:09.067495 nspr-4   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Runtime error opening '/home/shg/VirtualBox VMs/IE8 - Win7/IE8 - Win7.vbox' for reading VERR_FILE_NOT_FOUND (File not found.).
00:00:09.067501 nspr-4   /home/vbox/tinderbox/build-trunk/svn/src/VBox/Main/src-server/MachineImpl.cpp[1025] (nsresult Machine::i_registeredInit())}, preserve=false aResultDetail=0
00:00:09.068129 nspr-4   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Runtime error opening '/home/shg/VirtualBox VMs/IE8 - Win7/IE8 - Win7.vbox' for reading VERR_FILE_NOT_FOUND (File not found.).
00:00:09.068135 nspr-4   /home/vbox/tinderbox/build-trunk/svn/src/VBox/Main/src-server/MachineImpl.cpp[1025] (nsresult Machine::i_registeredInit())}, preserve=false aResultDetail=0
00:00:09.068335 nspr-4   ERROR [COM]: aRC=E_ACCESSDENIED (0x80070005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The object functionality is limited}, preserve=false aResultDetail=0
00:00:09.069057 nspr-4   ERROR [COM]: aRC=E_ACCESSDENIED (0x80070005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={The object functionality is limited}, preserve=false aResultDetail=0
00:00:09.069963 nspr-4   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Runtime error opening '/home/shg/VirtualBox VMs/IE8 - Win7/IE8 - Win7.vbox' for reading VERR_FILE_NOT_FOUND (File not found.).
00:00:09.069967 nspr-4   /home/vbox/tinderbox/build-trunk/svn/src/VBox/Main/src-server/MachineImpl.cpp[1025] (nsresult Machine::i_registeredInit())}, preserve=false aResultDetail=0
00:00:09.070311 nspr-4   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Runtime error opening '/home/shg/VirtualBox VMs/IE8 - Win7/IE8 - Win7.vbox' for reading VERR_FILE_NOT_FOUND (File not found.).
00:00:09.070315 nspr-4   /home/vbox/tinderbox/build-trunk/svn/src/VBox/Main/src-server/MachineImpl.cpp[1025] (nsresult Machine::i_registeredInit())}, preserve=false aResultDetail=0
00:00:09.070648 nspr-4   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={300763af-5d6b-46e6-aa96-273eac15538a} aComponent={MachineWrap} aText={Runtime error opening '/home/shg/VirtualBox VMs/IE8 - Win7/IE8 - Win7.vbox' for reading VERR_FILE_NOT_FOUND (File not found.).
00:00:09.070652 nspr-4   /home/vbox/tinderbox/build-trunk/svn/src/VBox/Main/src-server/MachineImpl.cpp[1025] (nsresult Machine::i_registeredInit())}, preserve=false aResultDetail=0
